5,6,0.00307136504224093,2.2916457382795,6.44992399680604
13,31,0.00267618602758548,1.97382356846158,6.44992399680604
15,21,0.00183558182578178,2.7947777197172,6.44992399680604
10,11,0.00161449337806078,2.25970851825543,6.44992399680604
20,27,0.00145110335281586,2.31332463957201,6.44992399680604
17,18,0.00126471335028301,3.46979196372929,6.44992399680604
23,24,0.00108118171065193,4.10683031902697,6.44992399680604
19,25,0.000986020363702202,2.30974887876735,6.44992399680604
14,26,0.000983428036935986,2.80299344712202,6.44992399680604
35,36,0.000881718318514116,3.37449046066904,6.44992399680604
